Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,1,1999-11-02,27-113,IND,@,NJN,W (+7),0,11:25,0,3,.000,0,0,,0,0,,1,0,1,1,0,0,0,5,0,-2.7,0,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
2,2,1999-11-04,27-115,IND,@,CHH,L (-9),0,20:28,3,4,.750,0,0,,1,2,.500,0,2,2,3,1,0,3,2,7,4.9,+5,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
3,3,1999-11-06,27-117,IND,,BOS,W (+7),0,18:14,3,7,.429,0,0,,0,1,.000,0,0,0,2,0,0,1,3,6,1.1,-4,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
4,4,1999-11-09,27-120,IND,@,MIA,L (-12),0,20:38,2,8,.250,1,3,.333,2,2,1.000,0,1,1,1,1,0,2,3,7,1.0,-2,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
5,5,1999-11-11,27-122,IND,,ORL,W (+15),0,25:13,7,13,.538,2,4,.500,1,1,1.000,0,1,1,5,2,0,3,2,17,12.7,+18,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
6,6,1999-11-13,27-124,IND,,WAS,W (+22),0,17:07,3,4,.750,0,1,.000,2,2,1.000,1,0,1,6,0,0,1,3,8,9.1,+3,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
7,7,1999-11-15,27-126,IND,@,HOU,W (+9),0,17:40,2,6,.333,0,0,,0,0,,0,2,2,2,2,0,2,1,4,2.2,+8,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
8,8,1999-11-16,27-127,IND,@,SAS,L (-3),0,13:12,1,3,.333,0,0,,0,0,,1,1,2,1,0,0,1,3,2,-0.2,-9,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
9,9,1999-11-19,27-130,IND,,ATL,L (-6),0,14:30,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,1,1,2,-0.4,-4,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
10,10,1999-11-20,27-131,IND,@,CLE,W (+9),0,26:26,4,11,.364,0,3,.000,0,1,.000,0,0,0,3,1,0,2,1,8,2.2,+5,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
11,11,1999-11-22,27-133,IND,@,BOS,L (-10),0,12:56,4,6,.667,0,0,,0,0,,0,0,0,0,0,0,0,0,8,5.4,-13,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
12,12,1999-11-25,27-136,IND,,DET,L (-8),0,19:22,5,8,.625,1,2,.500,0,0,,0,3,3,4,0,0,2,2,11,8.3,-7,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
13,13,1999-11-26,27-137,IND,,VAN,W (+19),0,29:30,7,10,.700,0,1,.000,0,0,,0,3,3,6,3,0,2,2,14,15.1,+20,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
14,14,1999-11-28,27-139,IND,@,SEA,L (-11),0,20:56,2,9,.222,1,2,.500,2,2,1.000,0,3,3,5,0,0,0,6,7,3.5,+13,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
15,15,1999-11-29,27-140,IND,@,POR,W (+2),0,24:00,5,10,.500,0,1,.000,3,3,1.000,0,5,5,3,0,1,1,1,13,10.9,+9,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
16,16,1999-12-01,27-142,IND,@,VAN,W (+7),0,20:06,2,4,.500,0,0,,3,3,1.000,0,3,3,5,1,0,2,3,7,7.2,+8,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
17,17,1999-12-03,27-144,IND,@,UTA,W (+25),0,16:50,1,5,.200,0,0,,1,2,.500,0,2,2,4,1,0,1,4,3,1.3,+9,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
18,18,1999-12-07,27-148,IND,,SAS,W (+6),0,19:20,2,6,.333,0,2,.000,4,4,1.000,0,4,4,4,0,0,0,1,8,8.2,0,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
19,19,1999-12-10,27-151,IND,,CLE,W (+48),0,22:41,5,6,.833,2,2,1.000,3,4,.750,0,3,3,4,4,0,1,3,15,17.9,+19,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
20,20,1999-12-11,27-152,IND,,LAC,W (+18),0,16:26,1,4,.250,0,0,,0,0,,0,1,1,5,2,0,1,1,2,4.0,+11,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
21,21,1999-12-14,27-155,IND,@,TOR,L (-8),0,20:14,0,3,.000,0,1,.000,0,0,,0,1,1,7,3,1,2,1,0,4.4,+5,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
22,22,1999-12-15,27-156,IND,,CHI,W (+11),0,18:39,4,9,.444,1,2,.500,0,0,,1,0,1,1,2,0,0,2,9,6.9,+10,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
23,23,1999-12-17,27-158,IND,,UTA,W (+15),0,23:15,2,7,.286,0,2,.000,7,9,.778,0,1,1,5,1,0,0,3,11,9.7,+17,2000,besttr01,https://www.basketball-reference.com/players/b/besttr01/gamelog/2000
