Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,1.0,2015-03-27,32-082,WAS,,CHO,W (+3),0,2:55,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,-0.4,-1,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
2,,2015-03-29,32-084,WAS,,HOU,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
3,2.0,2015-04-01,32-087,WAS,,PHI,W (+13),0,2:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,0,0,-2.0,-11,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
4,3.0,2015-04-03,32-089,WAS,,NYK,W (+14),0,3:06,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1.1,0,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
5,,2015-04-04,32-090,WAS,@,MEM,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
6,4.0,2015-04-08,32-094,WAS,@,PHI,W (+29),0,18:57,5,11,.455,0,2,.000,0,0,,0,2,2,7,1,1,1,3,10,9.3,+7,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
7,5.0,2015-04-10,32-096,WAS,@,BRK,L (-37),0,18:03,0,3,.000,0,1,.000,1,2,.500,0,0,0,2,0,0,4,3,1,-5.3,-35,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
8,,2015-04-12,32-098,WAS,,ATL,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
9,6.0,2015-04-14,32-100,WAS,@,IND,L (-4),0,0:17,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+3,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
10,7.0,2015-04-15,32-101,WAS,@,CLE,L (-5),0,20:56,5,15,.333,0,5,.000,1,2,.500,2,2,4,8,0,0,1,1,11,8.3,-13,2015,bynumwi01,https://www.basketball-reference.com/players/b/bynumwi01/gamelog/2015
