Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,,2021-10-20,24-030,MIN,,HOU,W (+18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
2,,2021-10-23,24-033,MIN,,NOP,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
3,,2021-10-25,24-035,MIN,,NOP,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
4,,2021-10-27,24-037,MIN,@,MIL,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
5,,2021-10-30,24-040,MIN,,DEN,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
6,1,2021-11-01,24-042,MIN,,ORL,L (-18),0,1:10,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+1,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
7,,2021-11-03,24-044,MIN,,LAC,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
8,2,2021-11-05,24-046,MIN,,LAC,L (-20),0,3:17,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,2,2.3,-2,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
9,,2021-11-08,24-049,MIN,@,MEM,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
10,,2021-11-10,24-051,MIN,@,GSW,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
11,3,2021-11-12,24-053,MIN,@,LAL,W (+24),0,1:51,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,1,1,2,0.6,+2,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
12,,2021-11-13,24-054,MIN,@,LAC,L (-27),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
13,,2021-11-15,24-056,MIN,,PHO,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
14,4,2021-11-17,24-058,MIN,,SAC,W (+10),0,0:14,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
15,5,2021-11-18,24-059,MIN,,SAS,W (+25),0,0:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
16,6,2021-11-20,24-061,MIN,,MEM,W (+43),0,8:55,2,2,1.000,0,0,,2,4,.500,1,2,3,3,1,0,1,0,6,8.0,+7,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
17,7,2021-11-22,24-063,MIN,@,NOP,W (+14),0,2:45,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,1,2,2.0,-8,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
18,,2021-11-24,24-065,MIN,,MIA,W (+12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
19,8,2021-11-26,24-067,MIN,@,CHO,L (-18),0,1:54,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+5,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
20,,2021-11-27,24-068,MIN,@,PHI,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
21,,2021-11-29,24-070,MIN,,IND,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
22,,2021-12-01,24-072,MIN,@,WAS,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
23,9,2021-12-03,24-074,MIN,@,BRK,L (-5),0,13:31,1,3,.333,0,0,,1,2,.500,3,2,5,0,0,1,1,3,3,2.1,+5,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
24,,2021-12-06,24-077,MIN,,ATL,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
25,10,2021-12-08,24-079,MIN,,UTA,L (-32),0,4:22,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-9,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
26,11,2021-12-10,24-081,MIN,,CLE,L (-17),0,3:34,0,0,,0,0,,4,4,1.000,0,3,3,0,0,0,0,0,4,4.9,+7,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
27,,2021-12-12,24-083,MIN,@,POR,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
28,,2021-12-15,24-086,MIN,@,DEN,W (+17),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
29,12,2021-12-17,24-088,MIN,,LAL,W (+18),0,4:06,1,2,.500,0,0,,3,4,.750,0,2,2,0,0,0,0,1,5,3.8,-5,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
30,,2021-12-19,24-090,MIN,,DAL,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
31,13,2021-12-21,24-092,MIN,@,DAL,L (-12),0,12:51,1,3,.333,0,0,,1,2,.500,3,1,4,0,0,1,0,3,3,2.8,+8,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
32,14,2021-12-23,24-094,MIN,@,UTA,L (-12),0,14:52,3,5,.600,0,1,.000,2,4,.500,1,2,3,1,0,1,1,1,8,6.2,-5,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
33,15,2021-12-27,24-098,MIN,,BOS,W (+5),1,29:13,8,11,.727,2,2,1.000,2,3,.667,2,9,11,4,1,1,2,5,20,19.7,+13,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
34,16,2021-12-28,24-099,MIN,,NYK,L (-8),1,25:23,3,8,.375,0,1,.000,2,3,.667,4,3,7,2,0,1,2,6,8,4.6,0,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
35,17,2021-12-31,24-102,MIN,@,UTA,L (-12),0,18:47,1,4,.250,0,2,.000,3,4,.750,3,1,4,2,0,1,1,2,5,4.9,+6,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
36,18,2022-01-02,24-104,MIN,@,LAL,L (-5),0,11:35,1,2,.500,0,0,,2,2,1.000,1,1,2,0,1,0,0,0,4,5.0,+5,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
37,19,2022-01-03,24-105,MIN,@,LAC,W (+18),0,13:17,1,2,.500,0,0,,0,0,,2,1,3,2,0,0,1,2,2,2.3,-8,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
38,,2022-01-05,24-107,MIN,,OKC,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
39,20,2022-01-07,24-109,MIN,@,OKC,W (+30),0,5:19,0,0,,0,0,,0,2,.000,0,2,2,0,0,0,1,0,0,-1.2,-11,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
40,21,2022-01-09,24-111,MIN,@,HOU,W (+18),0,1:43,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,1,1,2,0.9,+1,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
41,,2022-01-11,24-113,MIN,@,NOP,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
42,,2022-01-13,24-115,MIN,@,MEM,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
43,22,2022-01-16,24-118,MIN,,GSW,W (+20),0,3:15,0,2,.000,0,0,,0,0,,0,3,3,0,1,0,0,0,0,0.5,-2,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
44,,2022-01-18,24-120,MIN,@,NYK,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
45,,2022-01-19,24-121,MIN,@,ATL,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
46,23,2022-01-23,24-125,MIN,,BRK,W (+11),0,1:11,0,3,.000,0,0,,0,0,,2,0,2,0,0,0,0,0,0,-0.7,-1,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
47,,2022-01-25,24-127,MIN,@,POR,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
48,24,2022-01-27,24-129,MIN,@,GSW,L (-9),0,0:33,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
49,,2022-01-28,24-130,MIN,@,PHO,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
50,25,2022-01-30,24-132,MIN,,UTA,W (+20),0,2:11,2,3,.667,0,1,.000,1,1,1.000,0,0,0,0,0,0,0,1,5,3.3,0,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
51,26,2022-02-01,24-134,MIN,,DEN,W (+15),0,2:30,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,1,2,0.2,-4,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
52,,2022-02-03,24-136,MIN,@,DET,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
53,,2022-02-06,24-139,MIN,,DET,W (+13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
54,27,2022-02-08,24-141,MIN,@,SAC,W (+20),0,3:03,0,0,,0,0,,3,4,.750,0,1,1,0,0,0,0,1,3,2.5,-4,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
55,28,2022-02-09,24-142,MIN,@,SAC,L (-13),0,1:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-6,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
56,,2022-02-11,24-144,MIN,@,CHI,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
57,,2022-02-13,24-146,MIN,@,IND,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
58,,2022-02-15,24-148,MIN,,CHO,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
59,,2022-02-16,24-149,MIN,,TOR,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
60,,2022-02-24,24-157,MIN,,MEM,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,knighna01,https://www.basketball-reference.com/players/k/knighna01/gamelog/2022
