Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,1,2005-11-01,21-277,PHI,,MIL,L (-9),1,35:25,2,4,.500,0,1,.000,2,2,1.000,1,5,6,3,5,0,0,6,6,10.9,+9,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
2,2,2005-11-02,21-278,PHI,@,DET,L (-20),1,36:47,3,7,.429,0,0,,2,2,1.000,2,7,9,1,1,1,5,3,8,4.0,-19,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
3,3,2005-11-04,21-280,PHI,,CHA,L (-17),1,23:30,7,9,.778,0,1,.000,1,2,.500,0,4,4,3,1,0,1,4,15,12.8,-6,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
4,4,2005-11-05,21-281,PHI,@,IND,W (+2),1,39:43,5,5,1.000,1,1,1.000,3,4,.750,0,3,3,3,2,0,1,5,14,14.1,0,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
5,5,2005-11-09,21-285,PHI,,DAL,W (+15),1,44:05,7,11,.636,0,0,,8,8,1.000,2,5,7,5,2,1,2,2,22,23.4,+8,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
6,6,2005-11-11,21-287,PHI,,LAL,W (+4),1,46:39,2,3,.667,0,0,,1,2,.500,1,10,11,3,2,1,4,0,5,7.8,+10,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
7,7,2005-11-13,21-289,PHI,,LAC,W (+5),1,41:06,4,10,.400,0,1,.000,5,6,.833,2,6,8,3,1,1,1,2,13,12.4,0,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
8,8,2005-11-15,21-291,PHI,,TOR,W (+12),1,40:30,3,8,.375,0,1,.000,0,0,,2,4,6,3,1,1,3,2,6,4.2,+12,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
9,9,2005-11-16,21-292,PHI,@,TOR,W (+6),1,44:00,8,11,.727,6,8,.750,4,4,1.000,3,7,10,3,1,0,2,3,26,25.6,+9,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
10,10,2005-11-18,21-294,PHI,@,MIA,L (-10),1,34:58,3,9,.333,1,3,.333,4,7,.571,4,6,10,0,0,0,2,5,11,5.3,+3,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
11,11,2005-11-19,21-295,PHI,,CLE,L (-3),1,43:59,6,10,.600,0,0,,5,5,1.000,1,7,8,1,1,1,0,4,17,16.0,-3,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
12,12,2005-11-21,21-297,PHI,,NOK,W (+12),1,30:28,5,6,.833,2,3,.667,3,3,1.000,0,5,5,2,0,0,1,3,15,13.5,+9,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
13,13,2005-11-23,21-299,PHI,@,MIL,L (-11),1,28:12,1,5,.200,0,0,,3,5,.600,0,4,4,2,1,0,0,6,5,2.3,-5,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
14,14,2005-11-26,21-302,PHI,@,NYK,L (-3),1,36:38,2,6,.333,0,1,.000,6,8,.750,2,5,7,2,0,0,1,6,10,6.7,-5,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
15,15,2005-11-29,21-305,PHI,,POR,W (+24),1,29:34,3,7,.429,0,1,.000,2,2,1.000,4,3,7,4,1,0,1,3,8,9.6,+9,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
16,16,2005-11-30,21-306,PHI,@,BOS,L (-7),1,25:31,4,7,.571,0,1,.000,1,2,.500,1,3,4,2,3,0,1,5,9,8.3,-14,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
17,17,2005-12-02,21-308,PHI,@,NOK,L (-2),1,38:45,1,5,.200,0,1,.000,0,1,.000,1,3,4,0,1,0,3,2,2,-2.7,+4,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
18,18,2005-12-03,21-309,PHI,@,SAS,L (-9),1,36:13,1,4,.250,0,1,.000,7,10,.700,1,5,6,1,1,0,2,1,9,6.9,-14,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
19,19,2005-12-07,21-313,PHI,,MIL,L (-3),1,40:24,2,5,.400,0,2,.000,6,6,1.000,0,3,3,4,1,1,2,4,10,9.1,+14,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
20,20,2005-12-09,21-315,PHI,,CHA,W (+4),1,34:35,6,8,.750,2,4,.500,6,8,.750,3,2,5,4,6,0,1,1,20,26.1,+12,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
21,21,2005-12-10,21-316,PHI,@,NJN,W (+12),1,42:07,1,3,.333,0,0,,2,2,1.000,1,6,7,4,1,0,0,0,4,8.6,+14,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
22,22,2005-12-12,21-318,PHI,,MIN,W (+1),1,45:09,5,11,.455,0,1,.000,0,0,,2,3,5,6,1,0,0,1,10,11.4,-1,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
23,23,2005-12-14,21-320,PHI,,ATL,W (+5),1,39:05,2,5,.400,0,0,,4,6,.667,4,3,7,2,1,1,0,3,8,10.1,-4,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
24,24,2005-12-16,21-322,PHI,,MIA,L (-7),1,33:30,3,8,.375,0,2,.000,3,4,.750,3,4,7,7,3,0,1,3,9,13.2,-5,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
25,25,2005-12-18,21-324,PHI,@,TOR,W (+27),1,40:05,9,10,.900,2,2,1.000,6,6,1.000,1,2,3,5,3,0,2,1,26,28.0,+25,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
26,26,2005-12-21,21-327,PHI,,GSW,W (+11),1,32:43,1,7,.143,0,2,.000,0,0,,3,3,6,5,1,0,2,1,2,2.6,+10,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
27,27,2005-12-23,21-329,PHI,@,ATL,L (-3),1,39:59,5,8,.625,0,0,,4,6,.667,1,4,5,1,3,1,3,2,14,12.1,+4,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
28,28,2005-12-27,21-333,PHI,@,DEN,W (+2),1,24:51,3,6,.500,0,1,.000,2,4,.500,1,2,3,3,1,0,5,4,8,2.0,+2,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
29,29,2005-12-28,21-334,PHI,@,POR,L (-4),1,41:04,4,13,.308,0,3,.000,4,4,1.000,1,5,6,1,2,0,3,1,12,6.0,-8,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
30,30,2005-12-31,21-337,PHI,@,UTA,L (-6),1,41:11,7,10,.700,2,3,.667,2,2,1.000,0,5,5,2,0,1,2,1,18,15.0,-1,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
31,31,2006-01-03,21-340,PHI,@,SAC,W (+13),1,42:15,8,10,.800,2,4,.500,4,6,.667,3,7,10,5,2,2,1,2,22,26.7,+19,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
32,32,2006-01-04,21-341,PHI,@,PHO,L (-20),1,36:59,4,10,.400,1,2,.500,5,8,.625,2,5,7,1,2,0,2,1,14,10.6,-14,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
33,33,2006-01-06,21-343,PHI,@,LAL,L (-26),1,33:00,6,11,.545,0,1,.000,2,5,.400,2,2,4,0,1,0,0,2,14,9.7,-19,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
34,34,2006-01-09,21-346,PHI,,SEA,W (+9),1,41:57,6,13,.462,0,0,,4,4,1.000,1,3,4,4,2,0,1,3,16,13.5,+13,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
35,35,2006-01-11,21-348,PHI,,UTA,L (-8),1,42:13,3,8,.375,1,2,.500,2,2,1.000,0,2,2,4,1,0,3,3,9,4.8,0,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
36,36,2006-01-13,21-350,PHI,,BOS,W (+1),1,52:28,5,13,.385,1,3,.333,3,7,.429,1,8,9,2,3,0,1,4,14,10.2,0,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
37,37,2006-01-16,21-353,PHI,@,WAS,L (-28),1,36:34,6,11,.545,2,2,1.000,4,4,1.000,0,2,2,1,1,0,2,2,18,12.2,-14,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
38,38,2006-01-18,21-355,PHI,,NJN,L (-11),1,32:52,5,9,.556,1,2,.500,0,2,.000,1,3,4,2,0,0,2,5,11,4.9,-16,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
39,39,2006-01-20,21-357,PHI,,MEM,W (+3),1,49:38,2,9,.222,0,3,.000,3,6,.500,1,9,10,1,1,1,1,2,7,4.3,0,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
40,40,2006-01-22,21-359,PHI,@,MIN,W (+2),1,39:11,6,11,.545,0,0,,2,3,.667,3,5,8,1,0,0,2,2,14,9.8,+1,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
41,41,2006-01-24,21-361,PHI,,SAC,W (+6),1,36:31,3,6,.500,2,3,.667,3,4,.750,3,4,7,3,1,0,2,1,11,11.6,+11,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
42,42,2006-01-26,21-363,PHI,,ORL,L (-4),1,45:47,5,9,.556,0,0,,1,3,.333,1,5,6,2,0,0,1,0,11,8.5,+7,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
43,43,2006-01-28,22-000,PHI,,NYK,W (+15),1,32:52,6,8,.750,2,3,.667,2,2,1.000,0,0,0,2,1,0,1,0,16,14.2,+17,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
44,44,2006-01-29,22-001,PHI,@,ORL,W (+8),1,40:09,2,5,.400,0,1,.000,4,8,.500,0,5,5,3,2,0,2,3,8,6.1,+10,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
45,45,2006-01-31,22-003,PHI,,PHO,L (-24),1,41:29,6,10,.600,0,2,.000,4,5,.800,1,6,7,6,3,0,1,2,16,18.9,-24,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
46,46,2006-02-03,22-006,PHI,,DET,L (-7),1,41:29,6,11,.545,1,2,.500,0,0,,0,8,8,1,1,0,3,2,13,8.0,-12,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
47,47,2006-02-04,22-007,PHI,@,CLE,W (+5),1,31:57,2,5,.400,1,2,.500,5,6,.833,2,5,7,2,2,0,1,2,10,11.4,+1,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
48,48,2006-02-06,22-009,PHI,,HOU,L (-6),1,39:06,4,8,.500,1,2,.500,2,2,1.000,1,4,5,4,1,0,3,2,11,8.9,+4,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
49,49,2006-02-08,22-011,PHI,@,CHA,L (-8),1,39:49,3,7,.429,2,4,.500,2,2,1.000,1,5,6,4,1,0,3,1,10,8.9,-8,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
50,50,2006-02-12,22-015,PHI,@,WAS,L (-10),1,38:43,3,8,.375,0,2,.000,4,6,.667,1,4,5,2,2,0,2,4,10,6.5,-9,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
51,51,2006-02-15,22-018,PHI,,SAS,W (+3),1,42:27,7,12,.583,1,1,1.000,1,2,.500,2,5,7,3,3,0,2,2,16,15.2,+8,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
52,52,2006-02-16,22-019,PHI,@,CHI,L (-33),1,27:10,1,5,.200,0,1,.000,5,6,.833,0,2,2,2,1,1,1,3,7,5.0,-24,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
53,53,2006-02-22,22-025,PHI,,CLE,W (+9),1,41:10,9,15,.600,1,3,.333,6,7,.857,1,5,6,3,0,0,1,4,25,19.4,+6,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
54,54,2006-02-24,22-027,PHI,@,MIL,W (+5),1,42:12,4,6,.667,0,1,.000,5,7,.714,1,3,4,6,6,0,3,3,13,17.2,+3,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
55,55,2006-02-25,22-028,PHI,,CHI,W (+6),1,34:54,4,6,.667,1,2,.500,11,15,.733,0,4,4,2,2,0,1,3,20,18.2,+10,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
56,56,2006-02-27,22-030,PHI,@,DAL,L (-12),1,27:48,2,6,.333,0,1,.000,1,3,.333,1,4,5,2,0,0,1,2,5,2.3,-19,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
57,57,2006-03-01,22-032,PHI,@,HOU,W (+5),1,20:19,2,3,.667,1,1,1.000,1,2,.500,0,1,1,0,2,0,1,4,6,4.0,0,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
58,58,2006-03-03,22-034,PHI,,WAS,W (+6),1,43:22,7,9,.778,1,2,.500,4,4,1.000,0,4,4,0,0,1,1,4,19,14.8,+5,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
59,59,2006-03-05,22-036,PHI,,IND,L (-1),1,39:11,4,10,.400,0,2,.000,2,2,1.000,3,6,9,3,1,0,1,3,10,9.4,-3,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
60,60,2006-03-08,22-039,PHI,@,BOS,L (-3),1,35:20,6,11,.545,1,2,.500,2,2,1.000,3,4,7,3,3,1,2,2,15,16.0,-5,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
61,61,2006-03-09,22-040,PHI,,DEN,L (-4),1,37:07,2,3,.667,0,1,.000,2,3,.667,1,1,2,3,2,1,3,4,6,5.5,-1,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
62,62,2006-03-12,22-043,PHI,@,MEM,W (+3),1,37:37,5,12,.417,0,2,.000,3,5,.600,2,1,3,3,5,0,4,1,13,10.2,+5,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
63,63,2006-03-14,22-045,PHI,,TOR,L (-14),1,42:38,3,9,.333,0,4,.000,13,15,.867,1,5,6,5,3,0,3,1,19,18.4,-7,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
64,64,2006-03-16,22-047,PHI,@,SEA,L (-4),1,42:19,7,14,.500,1,3,.333,2,2,1.000,1,6,7,8,0,0,4,1,17,13.7,0,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
65,65,2006-03-17,22-048,PHI,@,LAC,L (-10),1,41:06,3,10,.300,1,2,.500,4,6,.667,2,8,10,1,1,1,5,1,11,5.2,-1,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
66,66,2006-03-19,22-050,PHI,@,GSW,L (-9),1,40:18,7,15,.467,4,8,.500,2,5,.400,2,5,7,6,3,0,0,0,20,21.2,-11,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
67,67,2006-03-22,22-053,PHI,,ATL,W (+9),1,30:11,7,13,.538,2,4,.500,1,2,.500,4,8,12,1,0,1,4,4,17,11.3,+6,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
68,68,2006-03-24,22-055,PHI,,ORL,L (-16),1,41:32,4,11,.364,0,1,.000,4,4,1.000,5,4,9,5,4,0,1,1,12,16.7,-6,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
69,69,2006-03-26,22-057,PHI,@,IND,L (-13),1,39:59,3,6,.500,0,0,,0,0,,2,1,3,4,4,0,5,3,6,5.3,-8,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
70,70,2006-03-29,22-060,PHI,,DET,L (-10),1,37:15,5,7,.714,0,0,,0,0,,2,6,8,3,2,0,1,1,10,13.0,-15,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
71,71,2006-03-31,22-062,PHI,@,NYK,W (+5),1,38:53,4,7,.571,0,1,.000,6,8,.750,1,2,3,5,0,1,1,2,14,13.6,+6,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
72,72,2006-04-02,22-064,PHI,,NYK,W (+19),1,38:58,5,10,.500,0,3,.000,10,10,1.000,1,7,8,10,2,0,2,0,20,24.8,+22,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
73,73,2006-04-04,22-066,PHI,@,CLE,L (-33),1,32:44,0,2,.000,0,0,,4,4,1.000,2,1,3,2,2,0,2,4,4,4.1,-18,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
74,74,2006-04-05,22-067,PHI,,CHI,L (-7),1,33:32,1,2,.500,0,1,.000,4,4,1.000,1,4,5,2,0,0,2,2,6,5.5,+2,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
75,75,2006-04-07,22-069,PHI,,BOS,L (-10),1,33:36,2,8,.250,0,2,.000,0,0,,2,4,6,6,1,0,4,6,4,0.6,+5,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
76,76,2006-04-08,22-070,PHI,@,CHI,W (+14),1,41:02,4,15,.267,2,6,.333,0,0,,1,6,7,4,2,0,2,1,10,6.0,+26,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
77,77,2006-04-10,22-072,PHI,,WAS,W (+8),1,38:11,7,13,.538,3,6,.500,2,2,1.000,2,4,6,6,2,0,3,2,19,17.7,+9,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
78,78,2006-04-12,22-074,PHI,@,NJN,W (+20),1,36:33,4,5,.800,1,1,1.000,1,2,.500,1,11,12,4,4,1,1,4,10,16.6,+21,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
79,79,2006-04-14,22-076,PHI,@,MIA,L (-19),1,26:43,1,5,.200,0,2,.000,2,4,.500,0,3,3,1,1,0,2,1,4,0.3,-29,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
80,80,2006-04-15,22-077,PHI,@,ORL,L (-5),1,32:54,4,6,.667,0,0,,0,0,,0,2,2,4,1,0,1,1,8,8.4,-16,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
81,81,2006-04-18,22-080,PHI,,NJN,W (+3),1,42:35,9,19,.474,1,8,.125,8,11,.727,2,3,5,8,2,0,1,0,27,25.0,0,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
82,82,2006-04-19,22-081,PHI,@,CHA,L (-10),1,40:24,5,10,.500,2,3,.667,5,6,.833,0,8,8,5,2,0,3,1,17,16.1,-11,2006,iguodan01,https://www.basketball-reference.com/players/i/iguodan01/gamelog/2006
