Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
14,,2021-11-17,25-205,PHO,,DAL,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
15,2,2021-11-19,25-207,PHO,,DAL,W (+8),0,0:47,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-0.7,0,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
16,3,2021-11-21,25-209,PHO,,DEN,W (+29),0,2:17,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,+3,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
17,,2021-11-22,25-210,PHO,@,SAS,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
18,,2021-11-24,25-212,PHO,@,CLE,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
19,,2021-11-26,25-214,PHO,@,NYK,W (+21),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
20,,2021-11-27,25-215,PHO,@,BRK,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
21,,2021-11-30,25-218,PHO,,GSW,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
22,,2021-12-02,25-220,PHO,,DET,W (+11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
23,,2021-12-03,25-221,PHO,@,GSW,L (-22),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
24,,2021-12-06,25-224,PHO,,SAS,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
25,4,2021-12-10,25-228,PHO,,BOS,W (+21),0,2:08,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-3,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
26,5,2021-12-13,25-231,PHO,@,LAC,L (-16),0,2:38,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,2.0,+3,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
27,,2021-12-14,25-232,PHO,@,POR,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
28,,2021-12-16,25-234,PHO,,WAS,W (+20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
29,,2021-12-19,25-237,PHO,,CHO,W (+31),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
30,,2021-12-21,25-239,PHO,@,LAL,W (+18),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
31,,2021-12-23,25-241,PHO,,OKC,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
32,,2021-12-25,25-243,PHO,,GSW,L (-9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
33,,2021-12-27,25-245,PHO,,MEM,L (-1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
34,6,2021-12-29,25-247,PHO,,OKC,W (+18),0,8:07,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,0,0,-0.3,+7,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
35,,2021-12-31,25-249,PHO,@,BOS,L (-15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
36,,2022-01-02,25-251,PHO,@,CHO,W (+34),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
37,,2022-01-04,25-253,PHO,@,NOP,W (+13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,hutchch01,https://www.basketball-reference.com/players/h/hutchch01/gamelog/2022
