Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,1,2019-10-23,28-308,DEN,@,POR,W (+8),0,16:02,4,6,.667,2,3,.667,0,0,,1,5,6,2,1,1,1,4,10,10.1,+2,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
2,2,2019-10-25,28-310,DEN,,PHO,W (+1),0,22:59,0,4,.000,0,3,.000,0,0,,1,4,5,0,0,4,1,4,0,-0.7,-13,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
3,3,2019-10-28,28-313,DEN,@,SAC,W (+7),0,18:12,1,8,.125,0,2,.000,0,0,,3,5,8,1,0,2,0,0,2,2.5,+3,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
4,4,2019-10-29,28-314,DEN,,DAL,L (-3),0,11:10,1,1,1.000,0,0,,0,0,,0,1,1,0,0,1,0,1,2,2.3,-18,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
5,5,2019-10-31,28-316,DEN,@,NOP,L (-15),1,19:35,1,4,.250,0,3,.000,0,0,,0,2,2,0,0,0,1,3,2,-2.0,-5,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
6,6,2019-11-02,28-318,DEN,@,ORL,W (+4),1,27:59,0,3,.000,0,2,.000,2,4,.500,1,3,4,2,2,0,0,2,2,3.3,+1,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
7,7,2019-11-05,28-321,DEN,,MIA,W (+20),0,19:05,2,3,.667,1,2,.500,0,0,,2,2,4,4,0,0,2,5,5,4.5,+2,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
8,8,2019-11-08,28-324,DEN,,PHI,W (+3),0,4:34,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,1,0,0.6,-5,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
9,9,2019-11-10,28-326,DEN,@,MIN,W (+2),0,15:33,1,2,.500,1,2,.500,2,2,1.000,0,2,2,1,0,0,0,3,5,4.1,+13,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
10,10,2019-11-12,28-328,DEN,,ATL,L (-4),0,5:46,0,2,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-0.7,-8,2020,craigto01,https://www.basketball-reference.com/players/c/craigto01/gamelog/2020
