Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,1,2018-10-16,31-311,BOS,,PHI,W (+18),0,19:14,3,7,.429,2,4,.500,0,0,,3,1,4,3,0,0,1,3,8,6.6,+8,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
2,2,2018-10-19,31-314,BOS,@,TOR,L (-12),0,14:34,2,8,.250,0,2,.000,1,2,.500,4,2,6,0,0,1,1,1,5,2.5,-2,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
3,3,2018-10-20,31-315,BOS,@,NYK,W (+2),1,11:39,3,5,.600,1,2,.500,3,3,1.000,3,2,5,0,0,0,0,1,10,10.0,+15,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
4,,2018-10-22,31-317,BOS,,ORL,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
5,,2018-10-25,31-320,BOS,@,OKC,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
6,,2018-10-27,31-322,BOS,@,DET,W (+20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
7,4,2018-10-30,31-325,BOS,,DET,W (+3),0,12:09,3,5,.600,1,2,.500,2,2,1.000,0,5,5,1,0,0,0,4,9,7.3,+9,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
8,5,2018-11-01,31-327,BOS,,MIL,W (+4),0,15:34,1,5,.200,1,5,.200,2,4,.500,0,3,3,2,0,0,0,1,5,3.0,-4,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
9,6,2018-11-03,31-329,BOS,@,IND,L (-1),0,19:21,2,3,.667,2,3,.667,0,0,,0,1,1,0,0,0,0,4,6,3.4,+3,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
10,7,2018-11-05,31-331,BOS,@,DEN,L (-8),0,10:33,1,2,.500,0,1,.000,0,0,,0,2,2,1,0,1,0,3,2,1.8,-7,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
11,8,2018-11-08,31-334,BOS,@,PHO,W (+7),0,7:59,1,6,.167,0,1,.000,2,2,1.000,4,0,4,0,0,0,1,0,4,2.0,-11,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
12,9,2018-11-09,31-335,BOS,@,UTA,L (-8),0,14:55,2,3,.667,0,1,.000,1,1,1.000,1,1,2,1,0,0,1,1,5,4.0,+3,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
13,10,2018-11-11,31-337,BOS,@,POR,L (-6),0,8:50,1,1,1.000,0,0,,0,0,,0,2,2,0,1,0,1,1,2,1.9,-16,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
14,11,2018-11-14,31-340,BOS,,CHI,W (+29),0,18:35,3,9,.333,2,5,.400,1,1,1.000,2,9,11,3,1,2,0,1,9,12.1,+19,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
15,12,2018-11-16,31-342,BOS,,TOR,W (+7),0,17:46,1,3,.333,0,0,,4,4,1.000,2,2,4,4,0,1,0,3,6,8.6,+12,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
16,13,2018-11-17,31-343,BOS,,UTA,L (-12),0,14:21,2,5,.400,1,1,1.000,0,0,,3,2,5,1,1,1,1,3,5,5.2,-4,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
17,14,2018-11-19,31-345,BOS,@,CHO,L (-5),1,7:22,1,4,.250,0,1,.000,0,0,,1,1,2,0,0,1,1,3,2,-0.9,-7,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
18,15,2018-11-21,31-347,BOS,,NYK,L (-8),1,11:45,0,2,.000,0,2,.000,0,0,,0,1,1,1,0,2,0,2,0,0.2,-2,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
19,16,2018-11-23,31-349,BOS,@,ATL,W (+18),1,23:02,5,7,.714,1,1,1.000,5,5,1.000,3,6,9,4,0,1,2,4,16,16.9,+16,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
20,17,2018-11-24,31-350,BOS,@,DAL,L (-9),0,16:38,1,4,.250,0,2,.000,2,2,1.000,3,6,9,1,0,0,2,2,4,3.4,-12,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
21,18,2018-11-26,31-352,BOS,@,NOP,W (+17),0,20:07,2,4,.500,0,0,,3,4,.750,2,3,5,0,1,0,0,5,7,5.9,+5,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
22,19,2018-11-30,31-356,BOS,,CLE,W (+33),1,22:48,4,7,.571,0,1,.000,2,2,1.000,2,7,9,3,0,0,2,4,10,8.7,+28,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
23,20,2018-12-01,31-357,BOS,@,MIN,W (+9),0,16:31,0,1,.000,0,1,.000,0,0,,1,3,4,1,0,1,1,5,0,-0.7,+6,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
24,21,2018-12-06,31-362,BOS,,NYK,W (+28),0,1:45,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
25,,2018-12-08,31-364,BOS,@,CHI,W (+56),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
26,,2018-12-10,32-001,BOS,,NOP,W (+13),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
27,22,2018-12-12,32-003,BOS,@,WAS,W (+5),1,16:02,1,1,1.000,1,1,1.000,0,0,,2,3,5,2,0,0,2,1,3,4.0,+8,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
28,23,2018-12-14,32-005,BOS,,ATL,W (+21),1,13:49,2,4,.500,0,1,.000,1,2,.500,1,2,3,2,0,0,1,1,5,3.9,+19,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
29,24,2018-12-15,32-006,BOS,@,DET,L (-9),1,18:22,4,6,.667,0,0,,2,2,1.000,2,2,4,0,0,0,1,1,10,8.0,-10,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
30,25,2018-12-19,32-010,BOS,,PHO,L (-8),1,2:04,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.7,+9,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
31,,2018-12-21,32-012,BOS,,MIL,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
32,,2018-12-23,32-014,BOS,,CHO,W (+16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
33,,2018-12-25,32-016,BOS,,PHI,W (+7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
34,,2018-12-27,32-018,BOS,@,HOU,L (-14),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
35,,2018-12-29,32-020,BOS,@,MEM,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
36,,2018-12-31,32-022,BOS,@,SAS,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2019,baynear01,https://www.basketball-reference.com/players/b/baynear01/gamelog/2019
