Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
12,12,1997-11-21,36-192,CHI,@,LAC,W (+9),1,47:52,3,4,.750,0,0,,4,4,1.000,6,8,14,4,0,1,2,5,10,14.5,+14,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
13,13,1997-11-23,36-194,CHI,@,SAC,W (+15),1,32:30,1,6,.167,0,0,,0,0,,5,9,14,2,1,1,1,2,2,5.7,+1,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
14,14,1997-11-25,36-196,CHI,@,SEA,L (-1),1,38:58,2,5,.400,0,0,,0,0,,4,13,17,1,0,0,0,3,4,7.5,-7,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
15,15,1997-11-28,36-199,CHI,@,IND,L (-11),1,27:42,1,3,.333,0,0,,0,2,.000,2,9,11,1,1,0,0,3,2,4.1,-14,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
16,16,1997-11-29,36-200,CHI,@,WAS,W (+5),1,40:33,1,4,.250,0,0,,0,0,,7,10,17,0,0,0,2,3,2,4.3,-6,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
17,17,1997-12-03,36-204,CHI,@,BOS,W (+10),1,39:32,3,3,1.000,0,0,,2,6,.333,2,15,17,3,0,0,2,1,8,11.1,+23,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
18,18,1997-12-05,36-206,CHI,,MIL,W (+22),1,30:17,1,2,.500,0,0,,0,2,.000,8,6,14,5,0,0,1,3,2,8.9,+17,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
19,19,1997-12-09,36-210,CHI,,NYK,W (+18),1,31:12,1,2,.500,0,0,,0,0,,2,7,9,1,0,0,3,5,2,0.2,+13,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
20,20,1997-12-10,36-211,CHI,@,ORL,L (-8),1,35:40,2,4,.500,0,0,,2,3,.667,6,10,16,1,0,0,2,2,6,8.7,-13,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
21,21,1997-12-12,36-213,CHI,@,CHH,L (-2),1,37:55,2,4,.500,0,0,,0,0,,4,15,19,1,2,2,3,3,4,9.2,+3,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
22,22,1997-12-13,36-214,CHI,,TOR,W (+27),1,32:47,3,5,.600,0,0,,1,4,.250,8,6,14,1,0,0,2,3,7,8.4,+25,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
23,23,1997-12-15,36-216,CHI,,PHO,W (+7),1,37:43,0,4,.000,0,1,.000,0,0,,4,17,21,6,1,0,6,3,0,3.1,+14,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
24,24,1997-12-17,36-218,CHI,,LAL,W (+21),1,26:24,0,3,.000,0,0,,1,2,.500,3,11,14,1,0,0,0,1,1,4.2,+13,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
25,25,1997-12-20,36-221,CHI,@,NJN,W (+8),1,43:29,4,7,.571,0,0,,0,0,,6,18,24,5,2,0,2,3,8,16.6,+9,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
26,26,1997-12-23,36-224,CHI,,LAC,W (+5),1,42:00,4,8,.500,0,0,,1,2,.500,15,10,25,4,0,1,2,4,9,18.0,+5,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
27,27,1997-12-25,36-226,CHI,,MIA,W (+10),1,41:35,3,4,.750,0,0,,2,4,.500,4,9,13,1,0,0,0,3,8,10.6,+14,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
28,28,1997-12-27,36-228,CHI,,ATL,W (+7),1,40:11,3,7,.429,0,0,,0,0,,9,20,29,5,1,0,3,5,6,14.1,+14,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
29,29,1997-12-29,36-230,CHI,,DAL,W (+6),1,41:11,1,7,.143,0,0,,9,12,.750,11,16,27,8,0,0,3,5,11,18.4,+8,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
30,30,1997-12-30,36-231,CHI,@,MIN,L (-4),1,44:25,2,2,1.000,0,0,,0,0,,6,7,13,5,1,0,2,4,4,10.6,-6,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
31,31,1998-01-02,36-234,CHI,,MIL,W (+14),1,34:22,3,9,.333,2,3,.667,0,0,,5,16,21,1,0,0,6,2,8,5.1,+13,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
32,32,1998-01-03,36-235,CHI,@,DET,W (+9),1,36:27,4,5,.800,0,0,,0,1,.000,6,12,18,5,0,0,1,4,8,14.4,+5,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
33,33,1998-01-06,36-238,CHI,,BOS,W (+11),1,36:49,4,7,.571,0,0,,1,6,.167,7,13,20,0,0,0,3,4,9,7.9,+7,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
34,34,1998-01-07,36-239,CHI,@,MIA,L (-27),1,44:12,5,9,.556,0,0,,0,0,,10,7,17,2,1,0,2,4,10,13.6,-35,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
35,35,1998-01-09,36-241,CHI,@,NYK,W (+1),1,38:52,1,2,.500,0,0,,0,2,.000,1,6,7,2,0,1,4,6,2,-1.6,-3,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
36,36,1998-01-10,36-242,CHI,,GSW,W (+5),1,36:12,1,3,.333,0,1,.000,2,2,1.000,6,10,16,4,1,0,1,4,4,10.7,+3,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
37,37,1998-01-13,36-245,CHI,,SEA,W (+10),1,33:03,1,2,.500,0,0,,2,2,1.000,4,13,17,6,2,0,0,4,4,14.3,+3,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
38,38,1998-01-15,36-247,CHI,@,PHI,L (-10),1,41:03,3,3,1.000,0,0,,0,0,,10,10,20,2,0,0,3,3,6,12.3,-18,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
39,39,1998-01-16,36-248,CHI,@,MIL,W (+10),1,37:01,0,2,.000,0,1,.000,0,0,,2,10,12,3,1,0,1,2,0,4.3,+7,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
40,40,1998-01-18,36-250,CHI,,HOU,W (+6),1,35:00,0,0,,0,0,,0,0,,2,3,5,7,0,0,1,4,0,4.6,+1,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
41,,1998-01-21,36-253,CHI,,CHH,W (+31),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
42,,1998-01-23,36-255,CHI,@,NJN,W (+2),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
43,41,1998-01-25,36-257,CHI,,UTA,L (-7),0,34:14,0,5,.000,0,0,,0,0,,5,9,14,2,2,0,0,1,0,5.7,-1,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
44,42,1998-01-27,36-259,CHI,@,VAN,W (+18),1,35:46,1,4,.250,0,1,.000,0,0,,8,14,22,6,0,0,3,1,2,10.2,+15,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
45,43,1998-01-29,36-261,CHI,@,POR,W (+13),1,43:21,2,5,.400,0,0,,2,2,1.000,7,13,20,2,1,1,3,1,6,11.8,+11,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
46,44,1998-01-30,36-262,CHI,@,GSW,W (+7),1,33:37,3,9,.333,0,0,,1,2,.500,11,11,22,1,0,0,0,2,7,12.4,+11,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
47,45,1998-02-01,36-264,CHI,@,LAL,L (-25),1,33:10,0,3,.000,0,0,,0,0,,6,9,15,1,0,0,2,2,0,2.7,-25,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
48,46,1998-02-02,36-265,CHI,@,DEN,W (+39),1,30:04,2,5,.400,0,0,,0,0,,7,9,16,3,0,0,4,1,4,6.6,+15,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
49,47,1998-02-04,36-267,CHI,@,UTA,L (-8),1,37:58,2,4,.500,0,0,,0,0,,3,1,4,4,2,0,2,5,4,5.2,-19,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
50,48,1998-02-10,36-273,CHI,,TOR,W (+7),1,29:21,2,5,.400,0,0,,0,0,,6,11,17,5,0,0,2,1,4,9.9,+3,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
51,49,1998-02-11,36-274,CHI,@,CHH,W (+2),1,38:54,1,4,.250,0,0,,1,2,.500,3,8,11,6,1,0,0,4,3,8.3,-3,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
52,50,1998-02-13,36-276,CHI,,ATL,W (+2),1,34:03,2,4,.500,0,0,,3,4,.750,0,4,4,3,0,1,0,3,7,7.4,0,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
53,51,1998-02-15,36-278,CHI,,DET,W (+9),0,20:47,0,2,.000,0,0,,0,0,,2,6,8,3,0,0,2,1,0,1.5,+14,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
54,52,1998-02-17,36-280,CHI,,IND,W (+8),0,33:40,0,3,.000,0,0,,2,2,1.000,4,9,13,2,0,0,1,3,2,4.6,+9,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
55,53,1998-02-19,36-282,CHI,@,TOR,W (+37),0,30:27,1,5,.200,0,0,,0,0,,5,14,19,2,1,0,3,2,2,5.2,+24,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
56,54,1998-02-21,36-284,CHI,@,WAS,W (+6),0,34:04,2,6,.333,0,0,,0,0,,6,11,17,4,1,0,1,2,4,10.1,+3,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
57,55,1998-02-23,36-286,CHI,,CLE,W (+22),0,22:08,2,5,.400,1,4,.250,2,2,1.000,0,4,4,1,1,0,1,2,7,5.4,+8,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
58,56,1998-02-25,36-288,CHI,,POR,L (-5),0,33:55,3,6,.500,0,0,,0,0,,6,8,14,1,2,0,0,3,6,11.1,+2,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
59,57,1998-02-28,36-291,CHI,,SAC,W (+15),1,41:17,4,7,.571,0,0,,1,2,.500,4,14,18,6,0,0,1,2,9,14.7,+8,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
60,58,1998-03-03,36-294,CHI,,DEN,W (+28),1,28:19,2,8,.250,0,0,,0,0,,10,7,17,5,0,0,1,3,4,9.6,+6,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
61,59,1998-03-08,36-299,CHI,@,NYK,W (+13),1,45:42,3,8,.375,0,0,,0,0,,6,14,20,0,0,0,1,2,6,8.2,+8,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
62,60,1998-03-10,36-301,CHI,,MIA,W (+15),1,28:34,1,2,.500,0,0,,0,0,,4,6,10,0,0,1,2,5,2,2.3,+2,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
63,61,1998-03-12,36-303,CHI,@,DAL,L (-7),1,34:58,1,5,.200,0,0,,1,2,.500,10,12,22,2,0,0,2,4,3,7.9,0,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
64,62,1998-03-14,36-305,CHI,@,SAS,W (+10),1,46:12,0,3,.000,0,0,,0,0,,7,9,16,4,2,0,3,5,0,5.3,+10,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
65,63,1998-03-16,36-307,CHI,,NJN,W (+16),1,40:19,2,4,.500,0,0,,0,0,,5,11,16,5,0,1,1,3,4,10.8,+21,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
66,64,1998-03-17,36-308,CHI,@,IND,W (+6),1,48:00,3,3,1.000,0,0,,0,0,,3,16,19,1,0,1,2,1,6,11.0,+6,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
67,65,1998-03-20,36-311,CHI,,VAN,W (+6),0,14:55,0,1,.000,0,0,,0,0,,2,2,4,2,0,0,0,1,0,2.3,+3,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
68,66,1998-03-22,36-313,CHI,@,TOR,W (+2),1,44:17,3,5,.600,0,0,,3,3,1.000,9,9,18,3,0,0,1,4,9,15.2,+5,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
69,67,1998-03-23,36-314,CHI,,BOS,W (+23),1,34:11,5,10,.500,0,0,,2,5,.400,9,5,14,1,2,0,3,2,12,12.5,+20,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
70,68,1998-03-25,36-316,CHI,@,ORL,W (+15),1,38:27,1,1,1.000,0,0,,0,0,,4,14,18,5,1,0,2,2,2,10.4,+15,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
71,69,1998-03-27,36-318,CHI,@,ATL,W (+15),1,46:13,2,3,.667,0,0,,1,2,.500,4,11,15,0,0,1,1,3,5,7.9,+16,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
72,70,1998-03-29,36-320,CHI,@,MIL,W (+17),1,39:38,3,4,.750,0,0,,1,2,.500,5,12,17,2,1,0,4,1,7,10.1,+11,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
73,71,1998-03-31,36-322,CHI,,DET,W (+5),1,46:30,2,2,1.000,0,0,,3,4,.750,5,13,18,5,1,0,1,2,7,16.1,-2,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
74,72,1998-04-03,36-325,CHI,,MIN,W (+14),1,35:28,4,7,.571,1,3,.333,2,2,1.000,8,8,16,1,0,1,0,3,11,15.9,+17,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
75,73,1998-04-05,36-327,CHI,@,HOU,W (+15),1,45:22,0,4,.000,0,0,,0,0,,3,9,12,8,0,1,1,4,0,5.7,+17,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
76,74,1998-04-07,36-329,CHI,,WAS,W (+18),1,41:32,2,3,.667,0,0,,0,0,,2,18,20,4,0,1,2,2,4,10.2,+19,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
77,75,1998-04-09,36-331,CHI,@,CLE,L (-6),1,38:19,2,3,.667,0,0,,2,2,1.000,7,13,20,3,4,0,3,5,6,14.6,-10,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
78,76,1998-04-11,36-333,CHI,,ORL,W (+9),1,32:31,0,3,.000,0,3,.000,0,0,,2,8,10,6,0,1,3,5,0,1.6,+7,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
79,77,1998-04-13,36-335,CHI,,IND,L (-9),1,42:49,6,11,.545,0,0,,1,2,.500,3,6,9,4,0,0,0,2,13,13.2,-12,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
80,78,1998-04-15,36-337,CHI,@,DET,L (-8),1,42:01,1,3,.333,0,0,,0,0,,7,8,15,4,0,1,4,4,2,5.5,-13,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
81,79,1998-04-17,36-339,CHI,@,PHI,W (+7),1,33:35,0,2,.000,0,0,,2,2,1.000,7,10,17,3,0,0,4,4,2,5.0,+1,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
82,80,1998-04-18,36-340,CHI,,NYK,W (+2),1,34:56,2,3,.667,0,1,.000,0,0,,2,6,8,0,3,0,0,3,4,7.7,-6,1998,rodmade01,https://www.basketball-reference.com/players/r/rodmade01/gamelog/1998
