Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,session,player,gamelog_url
1,1,1980-10-10,24-091,HOU,@,SDC,L (-16),0,18:00,4,4,1.000,0,0,,0,0,,,,1,1,0,0,0,0,8,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
2,2,1980-10-12,24-093,HOU,@,LAL,L (-11),0,19:00,6,9,.667,0,0,,1,1,1.000,1,2,3,0,2,0,2,2,13,9.6,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
3,3,1980-10-15,24-096,HOU,,SEA,W (+3),0,14:00,1,5,.200,0,0,,0,0,,3,3,6,2,,0,3,0,2,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
4,4,1980-10-17,24-098,HOU,@,POR,W (+3),0,15:00,0,4,.000,0,0,,2,2,1.000,0,0,0,3,0,0,1,0,2,0.3,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
5,5,1980-10-18,24-099,HOU,@,GSW,L (-7),0,9:00,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.0,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
6,6,1980-10-21,24-102,HOU,@,DEN,W (+2),0,19:00,4,7,.571,0,0,,1,2,.500,1,2,3,1,0,0,,3,9,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
7,7,1980-10-23,24-104,HOU,,KCK,L (-9),0,28:00,3,11,.273,0,,,1,2,.500,,,2,1,0,0,,3,7,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
8,8,1980-10-25,24-106,HOU,,DET,L (-3),0,23:00,1,5,.200,0,0,,0,0,,,,4,3,1,0,,2,2,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
9,9,1980-10-29,24-110,HOU,,DAL,W (+6),0,26:00,4,6,.667,0,0,,0,0,,,,5,2,0,0,0,4,8,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
10,10,1980-11-05,24-117,HOU,,SDC,L (-7),0,21:00,4,7,.571,0,0,,0,0,,,,3,1,1,0,5,5,8,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
11,11,1980-11-08,24-120,HOU,,PHO,L (-1),0,23:00,1,4,.250,0,0,,0,0,,1,2,3,3,3,0,1,0,2,5.0,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
12,12,1980-11-11,24-123,HOU,@,DAL,W (+11),1,33:00,2,3,.667,0,0,,0,0,,,,6,5,1,0,0,3,4,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
13,13,1980-11-12,24-124,HOU,,LAL,W (+3),1,27:00,5,10,.500,0,0,,0,0,,3,8,11,2,1,0,0,1,10,11.5,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
14,14,1980-11-14,24-126,HOU,@,UTA,L (-2),1,21:00,4,7,.571,0,0,,0,0,,,,1,3,,0,,4,8,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
15,15,1980-11-15,24-127,HOU,@,SEA,L (-4),1,39:00,4,9,.444,0,0,,1,2,.500,4,6,10,6,,,1,4,9,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
16,16,1980-11-18,24-130,HOU,,SEA,W (+20),1,43:00,9,18,.500,0,0,,4,7,.571,6,7,13,3,3,1,2,1,22,21.5,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
17,17,1980-11-20,24-132,HOU,@,CLE,W (+3),1,26:00,1,4,.250,0,1,.000,1,1,1.000,3,3,6,0,0,0,1,3,3,1.4,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
18,18,1980-11-21,24-133,HOU,@,NJN,W (+8),1,22:00,0,4,.000,0,,,0,0,,,,1,1,0,0,,3,0,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
19,19,1980-11-22,24-134,HOU,@,IND,L (-9),1,23:00,3,6,.500,0,0,,4,4,1.000,,,1,3,1,0,,1,10,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
20,20,1980-11-24,24-136,HOU,@,NYK,L (-3),1,11:00,1,2,.500,0,,,0,0,,,,1,0,0,0,,4,2,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
21,21,1980-11-26,24-138,HOU,,PHI,L (-1),1,41:00,4,12,.333,0,0,,1,2,.500,,,9,5,,,,2,9,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
22,22,1980-11-28,24-140,HOU,@,SAS,W (+9),1,37:00,6,12,.500,0,0,,0,0,,,,8,7,3,1,2,2,12,,1981,garreca01,https://www.basketball-reference.com/players/g/garreca01/gamelog/1981
