Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
11,11,2021-11-10,26-013,HOU,,DET,L (-8),1,28:44,4,9,.444,0,1,.000,6,9,.667,4,4,8,1,2,1,1,4,14,12.9,+9,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
12,12,2021-11-12,26-015,HOU,,POR,L (-12),1,24:35,5,10,.500,1,4,.250,3,4,.750,1,5,6,1,1,0,2,5,14,8.5,-1,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
13,13,2021-11-14,26-017,HOU,,PHO,L (-26),1,21:17,0,2,.000,0,1,.000,0,0,,2,3,5,1,0,1,0,1,0,1.9,-30,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
14,14,2021-11-15,26-018,HOU,@,MEM,L (-34),1,24:55,6,11,.545,0,1,.000,2,3,.667,5,4,9,0,1,0,1,3,14,11.8,-24,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
15,15,2021-11-17,26-020,HOU,@,OKC,L (-12),1,34:11,6,13,.462,1,1,1.000,3,4,.750,4,4,8,2,1,0,1,5,16,12.3,-16,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
16,16,2021-11-20,26-023,HOU,@,NYK,L (-7),1,30:56,5,12,.417,1,5,.200,0,0,,3,7,10,3,1,2,3,5,11,8.3,-18,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
17,17,2021-11-22,26-025,HOU,@,BOS,L (-18),1,21:44,3,8,.375,0,2,.000,0,0,,0,5,5,2,0,0,1,1,6,3.1,-24,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
18,18,2021-11-24,26-027,HOU,,CHI,W (+5),1,21:24,4,10,.400,0,4,.000,0,0,,0,3,3,1,0,0,5,2,8,-1.6,-1,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
19,19,2021-11-27,26-030,HOU,,CHO,W (+3),1,36:03,6,9,.667,2,4,.500,2,2,1.000,0,2,2,5,1,0,2,3,16,14.0,+15,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
20,20,2021-11-29,26-032,HOU,,OKC,W (+13),1,27:49,7,12,.583,0,2,.000,1,1,1.000,2,4,6,8,1,0,0,3,15,17.4,+24,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
21,21,2021-12-01,26-034,HOU,@,OKC,W (+4),1,35:24,11,15,.733,1,2,.500,9,10,.900,4,6,10,7,2,5,3,3,32,36.3,+6,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
22,22,2021-12-03,26-036,HOU,,ORL,W (+2),1,32:13,6,16,.375,2,6,.333,1,1,1.000,3,4,7,4,2,1,1,5,15,12.0,-1,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
23,23,2021-12-05,26-038,HOU,,NOP,W (+10),1,32:05,5,8,.625,1,2,.500,0,0,,0,5,5,7,0,0,5,5,11,6.8,+4,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
24,24,2021-12-08,26-041,HOU,,BRK,W (+10),1,26:54,3,8,.375,0,2,.000,4,9,.444,1,1,2,5,1,1,2,5,10,5.8,+7,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
25,25,2021-12-10,26-043,HOU,,MIL,L (-9),1,32:48,2,7,.286,1,2,.500,1,2,.500,0,2,2,9,1,0,1,5,6,6.4,-2,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
26,26,2021-12-11,26-044,HOU,@,MEM,L (-7),1,25:15,3,8,.375,0,2,.000,1,2,.500,2,1,3,3,2,0,2,4,7,4.4,-20,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
27,27,2021-12-13,26-046,HOU,@,ATL,W (+6),1,24:07,6,11,.545,3,4,.750,0,0,,0,2,2,4,2,2,1,3,15,14.3,+5,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
28,28,2021-12-15,26-048,HOU,@,CLE,L (-35),1,28:40,4,10,.400,2,2,1.000,2,2,1.000,1,5,6,1,3,0,2,3,12,9.3,-19,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
29,29,2021-12-16,26-049,HOU,,NYK,L (-13),1,29:16,6,8,.750,2,4,.500,6,8,.750,1,2,3,6,0,0,4,6,20,15.1,+4,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
30,30,2021-12-18,26-051,HOU,@,DET,W (+9),1,28:15,5,10,.500,0,2,.000,1,2,.500,0,5,5,4,3,0,3,4,11,8.3,-1,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
31,31,2021-12-20,26-053,HOU,@,CHI,L (-15),1,22:12,7,13,.538,1,4,.250,1,3,.333,1,4,5,6,0,0,0,4,16,13.4,-8,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
32,32,2021-12-22,26-055,HOU,@,MIL,L (-20),1,14:05,2,10,.200,0,3,.000,0,0,,2,3,5,0,0,0,1,5,4,-2.9,-15,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
33,33,2021-12-23,26-056,HOU,@,IND,L (-12),1,28:54,6,10,.600,1,1,1.000,5,8,.625,0,4,4,1,0,0,1,2,18,12.3,+2,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
34,,2021-12-27,26-060,HOU,@,CHO,L (-24),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
35,,2021-12-28,26-061,HOU,,LAL,L (-9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
36,34,2021-12-31,26-064,HOU,,MIA,L (-10),0,24:47,9,15,.600,2,3,.667,2,2,1.000,3,4,7,2,2,1,0,2,22,21.7,-1,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
37,35,2022-01-01,26-065,HOU,,DEN,L (-13),1,21:51,3,10,.300,0,3,.000,2,2,1.000,3,2,5,2,0,0,3,6,8,0.9,-13,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
38,36,2022-01-03,26-067,HOU,@,PHI,L (-20),1,28:06,6,11,.545,0,4,.000,2,4,.500,0,3,3,5,1,2,0,3,14,13.5,-19,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
39,37,2022-01-05,26-069,HOU,@,WAS,W (+3),1,32:20,4,11,.364,0,2,.000,5,6,.833,3,7,10,0,0,0,4,5,13,4.7,+7,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
40,38,2022-01-07,26-071,HOU,,DAL,L (-24),1,26:00,6,12,.500,2,4,.500,1,2,.500,2,6,8,5,0,0,1,4,15,12.7,-18,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
41,39,2022-01-09,26-073,HOU,,MIN,L (-18),1,23:27,5,6,.833,0,0,,0,2,.000,2,5,7,4,1,0,1,5,10,10.7,-19,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
42,40,2022-01-10,26-074,HOU,,PHI,L (-20),1,24:40,4,10,.400,1,3,.333,0,0,,0,1,1,1,0,2,0,2,9,5.2,-20,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
43,41,2022-01-12,26-076,HOU,@,SAS,W (+4),1,28:43,6,6,1.000,0,0,,1,2,.500,0,6,6,7,1,3,2,3,13,17.4,-2,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
44,42,2022-01-14,26-078,HOU,@,SAC,L (-12),1,31:18,7,13,.538,1,4,.250,2,3,.667,5,5,10,8,2,1,1,5,17,20.6,-6,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
45,43,2022-01-16,26-080,HOU,@,SAC,W (+6),1,26:30,5,6,.833,0,1,.000,0,0,,1,3,4,2,1,0,4,4,10,6.2,+8,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
46,44,2022-01-19,26-083,HOU,@,UTA,W (+5),1,25:32,7,16,.438,3,7,.429,1,1,1.000,2,3,5,2,0,0,1,3,18,11.1,-14,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
47,45,2022-01-21,26-085,HOU,@,GSW,L (-2),1,21:58,4,7,.571,0,0,,2,2,1.000,0,3,3,1,1,0,3,3,10,5.1,-7,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
48,46,2022-01-25,26-089,HOU,,SAS,L (-30),1,19:04,5,11,.455,1,3,.333,3,4,.750,4,2,6,2,3,0,1,4,14,13.1,-2,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
49,47,2022-01-28,26-092,HOU,,POR,L (-15),1,26:25,4,9,.444,2,6,.333,2,3,.667,1,3,4,5,1,0,1,5,12,10.0,-9,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
50,48,2022-01-31,26-095,HOU,,GSW,L (-14),1,30:22,4,7,.571,0,0,,2,4,.500,1,2,3,2,0,1,0,5,10,7.3,-13,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
51,49,2022-02-02,26-097,HOU,,CLE,W (+11),1,28:30,3,6,.500,0,1,.000,0,0,,2,3,5,2,4,0,4,4,6,5.1,-1,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
52,50,2022-02-04,26-099,HOU,@,SAS,L (-25),1,25:48,4,8,.500,0,1,.000,3,4,.750,2,2,4,3,1,0,3,2,11,7.9,-11,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
53,51,2022-02-06,26-101,HOU,,NOP,L (-13),1,31:47,5,10,.500,2,4,.500,3,4,.750,0,3,3,1,1,2,3,5,15,8.6,-12,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
54,52,2022-02-08,26-103,HOU,@,NOP,L (-13),1,31:52,3,8,.375,0,2,.000,3,4,.750,3,6,9,3,3,0,3,5,9,8.2,+2,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
55,53,2022-02-10,26-105,HOU,,TOR,L (-19),1,40:10,5,10,.500,0,2,.000,2,3,.667,2,3,5,6,1,1,3,4,12,10.2,-1,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
56,54,2022-02-14,26-109,HOU,@,UTA,L (-34),1,21:33,6,13,.462,0,4,.000,2,3,.667,1,2,3,1,0,0,2,5,14,4.9,-15,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
57,55,2022-02-16,26-111,HOU,@,PHO,L (-3),1,28:06,7,9,.778,0,1,.000,8,8,1.000,3,7,10,1,0,0,3,3,22,19.2,+9,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
58,56,2022-02-17,26-112,HOU,@,LAC,L (-31),1,27:48,7,10,.700,1,4,.250,4,5,.800,0,3,3,4,0,1,3,4,19,14.2,-20,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
59,57,2022-02-25,26-120,HOU,@,ORL,L (-8),1,28:08,6,11,.545,1,2,.500,0,0,,1,4,5,6,2,1,0,6,13,14.1,+1,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
60,58,2022-02-27,26-122,HOU,,LAC,L (-1),1,31:44,6,11,.545,2,4,.500,0,0,,0,6,6,4,4,0,0,3,14,16.1,-10,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
61,59,2022-03-01,26-124,HOU,,LAC,L (-13),1,19:35,4,8,.500,2,4,.500,2,4,.500,4,5,9,2,0,0,2,4,12,9.3,-10,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
62,60,2022-03-02,26-125,HOU,,UTA,L (-5),1,11:17,3,6,.500,3,5,.600,0,0,,0,0,0,1,0,0,2,2,9,3.9,-6,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
63,61,2022-03-04,26-127,HOU,@,DEN,L (-15),1,23:27,5,10,.500,0,2,.000,0,0,,1,5,6,3,0,0,2,3,10,6.1,-4,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
64,62,2022-03-06,26-129,HOU,,MEM,W (+11),1,27:11,2,6,.333,0,1,.000,0,0,,1,6,7,3,1,0,1,4,4,3.6,+4,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
65,63,2022-03-07,26-130,HOU,@,MIA,L (-17),1,25:25,3,8,.375,0,3,.000,0,1,.000,3,3,6,3,1,1,2,4,6,4.4,-7,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
66,,2022-03-09,26-132,HOU,,LAL,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
67,,2022-03-11,26-134,HOU,,DAL,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
68,64,2022-03-13,26-136,HOU,@,NOP,L (-25),1,19:41,6,10,.600,2,5,.400,0,0,,1,1,2,0,0,0,3,4,14,5.8,-11,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
69,65,2022-03-16,26-139,HOU,,PHO,L (-17),1,24:05,4,6,.667,0,0,,2,3,.667,2,2,4,2,0,1,0,1,10,10.7,-11,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
70,66,2022-03-18,26-141,HOU,,IND,L (-3),1,22:56,3,7,.429,0,0,,0,0,,1,3,4,1,1,0,1,4,6,3.0,-2,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
71,67,2022-03-20,26-143,HOU,,MEM,L (-24),1,16:38,2,4,.500,0,1,.000,0,0,,2,2,4,2,2,1,2,4,4,4.5,-6,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
72,68,2022-03-21,26-144,HOU,,WAS,W (+18),1,19:25,3,10,.300,0,3,.000,1,1,1.000,3,5,8,6,0,1,1,4,7,7.1,+4,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
73,69,2022-03-23,26-146,HOU,@,DAL,L (-19),1,22:43,5,9,.556,1,2,.500,2,4,.500,4,1,5,1,1,0,3,3,13,8.5,-3,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
74,70,2022-03-25,26-148,HOU,@,POR,W (+19),1,22:59,7,10,.700,3,4,.750,0,0,,1,3,4,1,2,0,2,2,17,14.3,+15,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
75,71,2022-03-26,26-149,HOU,@,POR,W (+17),1,20:22,3,8,.375,0,2,.000,2,2,1.000,1,3,4,1,0,1,2,5,8,2.6,+6,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
76,72,2022-03-28,26-151,HOU,,SAS,L (-3),1,27:41,4,9,.444,2,3,.667,0,0,,2,5,7,2,0,1,0,3,10,9.1,+5,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
77,73,2022-03-30,26-153,HOU,,SAC,L (-3),1,24:07,3,9,.333,1,3,.333,0,0,,1,5,6,1,1,0,2,5,7,1.8,-19,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
78,74,2022-04-01,26-155,HOU,,SAC,L (-5),1,27:02,5,8,.625,1,2,.500,4,5,.800,1,1,2,3,0,0,0,4,15,12.5,+8,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
79,75,2022-04-03,26-157,HOU,,MIN,L (-7),1,20:39,4,10,.400,1,3,.333,0,0,,2,0,2,1,1,0,0,3,9,5.5,-8,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
80,76,2022-04-05,26-159,HOU,@,BRK,L (-13),1,29:25,2,10,.200,0,2,.000,2,3,.667,3,6,9,3,3,0,2,3,6,5.2,-8,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
81,77,2022-04-08,26-162,HOU,@,TOR,L (-2),1,26:15,5,11,.455,1,3,.333,1,2,.500,3,3,6,3,0,0,2,4,12,7.4,-14,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
82,78,2022-04-10,26-164,HOU,,ATL,L (-16),1,30:05,2,4,.500,1,1,1.000,0,0,,2,0,2,2,0,1,1,3,5,4.3,0,2022,tateja01,https://www.basketball-reference.com/players/t/tateja01/gamelog/2022
