Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,session,player,gamelog_url
1,1,2001-10-30,31-021,BOS,@,CLE,W (+19),1,22:04,2,4,.500,0,1,.000,3,3,1.000,0,7,7,6,2,0,1,1,7,11.9,+29,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
2,2,2001-10-31,31-022,BOS,,NJN,L (-3),1,36:55,4,8,.500,0,0,,0,2,.000,1,5,6,11,5,0,1,3,8,15.9,+2,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
3,3,2001-11-02,31-024,BOS,,CHI,W (+14),1,30:53,3,10,.300,0,0,,3,4,.750,0,2,2,7,1,0,2,2,9,6.5,+12,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
4,4,2001-11-03,31-025,BOS,@,MIL,L (-6),1,33:19,1,4,.250,0,0,,2,4,.500,1,1,2,3,0,0,1,6,4,0.5,-12,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
5,5,2001-11-07,31-029,BOS,,WAS,W (+9),1,31:08,7,14,.500,1,1,1.000,2,2,1.000,1,2,3,2,1,0,3,2,17,9.9,+6,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
6,6,2001-11-09,31-031,BOS,,SEA,W (+10),1,30:18,2,6,.333,0,1,.000,4,6,.667,1,2,3,3,0,0,1,2,8,5.4,+19,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
7,7,2001-11-14,31-036,BOS,,IND,W (+8),1,26:20,0,5,.000,0,0,,0,0,,0,0,0,4,1,0,0,3,0,-0.9,+13,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
8,8,2001-11-17,31-039,BOS,@,ATL,L (-9),1,30:34,4,9,.444,0,0,,1,1,1.000,0,0,0,4,4,0,1,2,9,9.3,-9,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
9,9,2001-11-21,31-043,BOS,,ATL,L (-7),1,39:32,7,16,.438,0,1,.000,3,4,.750,2,2,4,3,2,0,1,3,17,12.1,-5,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
10,10,2001-11-23,31-045,BOS,,TOR,L (-2),1,37:39,2,12,.167,0,1,.000,2,2,1.000,1,5,6,8,4,1,1,1,6,9.5,+2,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
11,11,2001-11-24,31-046,BOS,@,WAS,L (-4),1,16:48,1,5,.200,0,0,,0,0,,0,0,0,1,1,0,3,1,2,-2.8,-4,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
12,12,2001-11-27,31-049,BOS,@,MIA,W (+1),1,32:41,2,5,.400,0,0,,1,1,1.000,1,5,6,4,1,0,2,3,5,5.1,-2,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
13,13,2001-11-29,31-051,BOS,@,ORL,W (+10),1,34:45,6,10,.600,1,1,1.000,0,0,,0,2,2,8,3,0,2,2,13,14.8,+12,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
14,14,2001-12-01,31-053,BOS,@,NJN,W (+7),1,37:19,4,6,.667,0,0,,4,4,1.000,1,1,2,3,1,0,3,2,12,9.7,+7,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
15,15,2001-12-02,31-054,BOS,@,TOR,W (+16),1,35:45,6,9,.667,0,1,.000,2,2,1.000,0,4,4,7,1,0,1,1,14,15.8,+23,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
16,16,2001-12-05,31-057,BOS,,DEN,W (+15),1,24:27,4,5,.800,0,0,,1,3,.333,0,2,2,5,2,0,1,2,9,10.6,+8,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
17,17,2001-12-07,31-059,BOS,,PHO,W (+7),1,25:01,2,3,.667,0,0,,2,2,1.000,0,3,3,3,1,0,1,2,6,6.9,-10,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
18,18,2001-12-08,31-060,BOS,@,CHI,L (-3),1,22:46,4,7,.571,0,0,,1,1,1.000,0,4,4,6,2,0,0,4,9,11.5,+4,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
19,19,2001-12-11,31-063,BOS,@,NYK,W (+9),1,41:42,5,15,.333,0,0,,4,6,.667,1,9,10,3,2,0,0,2,14,11.4,+18,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
20,20,2001-12-14,31-066,BOS,,CHI,W (+6),1,20:39,5,9,.556,0,0,,0,0,,0,2,2,3,2,0,1,4,10,7.8,+8,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
21,21,2001-12-15,31-067,BOS,@,CHH,W (+9),1,37:39,5,10,.500,0,1,.000,2,2,1.000,0,3,3,5,2,0,0,3,12,12.2,+10,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
22,22,2001-12-17,31-069,BOS,@,PHI,L (-16),1,27:51,0,5,.000,0,0,,0,0,,0,3,3,7,4,0,2,3,0,3.1,-11,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
23,23,2001-12-19,31-071,BOS,,CLE,W (+6),1,33:49,5,12,.417,0,1,.000,0,0,,0,4,4,5,1,0,3,3,10,5.1,+10,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
24,24,2001-12-21,31-073,BOS,,UTA,W (+6),1,37:07,7,9,.778,1,1,1.000,3,3,1.000,0,3,3,8,0,1,4,3,18,16.5,+14,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
25,25,2001-12-23,31-075,BOS,,MEM,W (+5),1,39:57,1,5,.200,0,0,,2,2,1.000,2,5,7,8,2,0,3,3,4,7.2,+8,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
26,26,2001-12-26,31-078,BOS,@,UTA,L (-13),1,37:50,3,13,.231,0,1,.000,2,2,1.000,1,2,3,4,4,0,1,0,8,7.2,-9,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
27,27,2001-12-27,31-079,BOS,@,PHO,L (-2),1,37:13,1,6,.167,0,2,.000,0,0,,2,4,6,8,1,0,0,3,2,6.2,+9,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
28,28,2001-12-29,31-081,BOS,@,LAC,W (+2),1,45:01,3,11,.273,0,0,,1,2,.500,3,2,5,5,0,0,1,4,7,3.7,+11,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
29,29,2001-12-30,31-082,BOS,@,SAC,L (-15),1,14:36,2,5,.400,0,0,,0,1,.000,1,2,3,5,0,0,1,3,4,3.5,-9,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
30,30,2002-01-02,31-085,BOS,,ORL,W (+16),1,34:07,9,16,.563,0,1,.000,1,3,.333,1,4,5,7,4,0,1,2,19,19.6,+25,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
31,31,2002-01-04,31-087,BOS,,MIA,L (-23),1,32:33,4,12,.333,0,1,.000,2,4,.500,2,3,5,3,3,0,0,2,10,9.0,-14,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
32,32,2002-01-05,31-088,BOS,@,NYK,W (+9),1,37:52,3,9,.333,0,0,,0,1,.000,3,4,7,5,2,0,2,3,6,6.1,+13,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
33,33,2002-01-07,31-090,BOS,@,ORL,L (-11),1,29:49,5,10,.500,0,0,,4,4,1.000,1,1,2,6,1,1,1,6,14,12.5,0,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
34,34,2002-01-09,31-092,BOS,,SAS,L (-3),1,39:23,4,12,.333,0,0,,0,0,,0,5,5,8,2,0,2,3,8,7.1,0,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
35,35,2002-01-11,31-094,BOS,,DET,W (+14),1,23:55,5,8,.625,0,0,,0,0,,2,2,4,7,1,0,2,2,10,11.5,+29,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
36,36,2002-01-12,31-095,BOS,@,ATL,W (+24),1,26:32,6,12,.500,0,0,,1,1,1.000,2,3,5,3,1,0,0,3,13,11.2,+21,2002,anderke01,https://www.basketball-reference.com/players/a/anderke01/gamelog/2002
